q_size,static,dynamic,dynamic_no_forward
1,80172250,72804250,72233250
2,80172250,56053250,58041250
4,80172250,48697250,54324250
8,80172250,39801250,43729250
16,80172250,0,28340250
32,80172250,0,29341250
64,80172250,0,28459250
